keyword,recent_count,prior_count,growth
homolog of drosophila toll,31,76,5.03
toll homologue,31,76,5.03
γ-aminobutyric acid,286,703,5.02
neuroplastic,237,582,5.02
health service utilization,41,101,5.01
enzyme gene,315,775,5.01
health service use,41,101,5.01
anxiety symptoms,60,148,5.0
hallucinogens,47,116,5.0
medicaid,134,331,4.99
virtual reality,50,124,4.97
qualitative research,99,246,4.96
memory retrieval,39,97,4.96
inflammatory pain,76,189,4.96
mentorship,646,1605,4.96
ko mice,242,603,4.95
professional positions,59,147,4.95
study population,36,90,4.93
socioeconomically,250,625,4.93
opioid tolerance,56,140,4.93
ecb system,62,155,4.93
neuro-imaging,508,1272,4.93
alabama,30,75,4.93
fracture,32,80,4.93
bone fracture,32,80,4.93
signaling factor proto-oncogene,97,243,4.92
individualized patient treatment,99,248,4.92
biomedical engineering,37,93,4.91
investigational new drug application,53,133,4.91
bioengineering,37,93,4.91
neurocognitive impairment,64,161,4.9
neurocognitive decline,64,161,4.9
emergency care,44,111,4.89
vulnerable group,327,824,4.89
stress reactivity,61,154,4.89
care access,244,615,4.89
substance use disorder,1514,3816,4.89
signaling pathway gene,97,245,4.88
dissociation,105,266,4.87
national institutes of health,1355,3435,4.87
nih,1355,3435,4.87
united states national institutes of health,1355,3435,4.87
drug discovery,234,594,4.86
inflammatory,326,827,4.86
small business technology transfer research,41,104,4.86
sttr,41,104,4.86
west virginia,37,94,4.85
nonsteroidal anti-inflammatory drugs,46,117,4.85
sleep polysomnography,33,84,4.85
interventional trial,57,145,4.85
nonsteroidal anti-inflammatory agents,46,117,4.85
ifn,33,84,4.85
advanced development,59,150,4.85
somnography,33,84,4.85
walking,48,122,4.85
sleep measurement,33,84,4.85
polysomnographic,33,84,4.85
nonsteroidal antiinflammatory drug,46,117,4.85
tobacco smoking behavior,69,176,4.84
training level,53,135,4.84
visualization,149,380,4.84
deep brain stimulation,56,143,4.83
research domain criteria,45,115,4.83
pwid,90,230,4.83
people who inject drugs,90,230,4.83
people who inject illicit drugs,90,230,4.83
persons who inject drugs,90,230,4.83
cannabinoid receptor type 1,116,296,4.83
improve access,120,307,4.82
transcriptome,274,701,4.82
polymers,39,100,4.81
behavioral response,297,761,4.81
behavior response,297,761,4.81
bypass,64,164,4.81
opioid addiction,1157,2970,4.8
opioid dependence,1157,2970,4.8
pain,1259,3242,4.79
experiential learning,33,85,4.79
alcohol intervention,98,253,4.78
low back ache,43,111,4.78
low back pain,43,111,4.78
lumbago,43,111,4.78
low backache,43,111,4.78
rural area,138,356,4.78
molecular profile,102,264,4.77
cnr2 gene,51,132,4.77
cannabinoid receptor cb2,51,132,4.77
cnr2,51,132,4.77
missouri,48,124,4.77
cb2r,51,132,4.77
cannabinoid receptor 2,51,132,4.77
anti-inflammatory,120,311,4.76
explosion,32,83,4.76
biophysical sciences,59,153,4.76
biophysical principles,59,153,4.76
biophysical foundation,59,153,4.76
rod-opsin,54,140,4.76
opsin,54,140,4.76
dogs,69,179,4.75
waiting lists,52,135,4.75
drug treatment,685,1777,4.75
ethnic minority,126,328,4.74
receptor bound,53,138,4.74
pediatric hospitals,46,120,4.73
genetically engineered,33,86,4.73
protocol screening,108,282,4.72
eligibility determination,108,282,4.72
eligibility,108,282,4.72
behavioral outcome,126,330,4.71
behavior outcome,126,330,4.71
advisory team,115,301,4.71
biometrics,219,574,4.71
biometry,219,574,4.71
biostatistics,219,574,4.71
health system,258,675,4.71
institutional review boards,91,239,4.7
irbs,91,239,4.7
phosphotransferase gene,136,357,4.7
neurological development disorder,38,100,4.69
prescription opioid,540,1421,4.69
neurodevelopmental disorder,38,100,4.69
under-represented minority,100,263,4.69
sodium ion channels,30,79,4.68
us state,30,79,4.68
guanosine cyclic monophosphate,44,116,4.68
cgmp,44,116,4.68
vulnerable populations,327,864,4.67
commercialization,111,293,4.67
oxycodone sr,185,490,4.66
dihydrohydroxycodeinone,185,490,4.66
calibration,45,119,4.66
tumor necrosis factor-alpha,73,193,4.66
oxycodeinon,185,490,4.66
oxycodone,185,490,4.66
oxycontin,185,490,4.66
roxicodone,185,490,4.66
cachectin,73,193,4.66
health care organization,34,90,4.66
chronic pain,701,1854,4.66
hyperalgia,138,366,4.65
validation studies,52,138,4.65
hyperalgesic sensations,138,366,4.65
transcript expression analysis,93,247,4.64
transcript expression analyses,93,247,4.64
gene expression pattern analysis,93,247,4.64
gene expression monitoring,93,247,4.64
health care technology,64,170,4.64
health technology,64,170,4.64
phenotypic data,41,109,4.64
inflammatory marker,52,139,4.61
gestation,270,722,4.61
qualitative methods,113,302,4.61
long-term depression,46,123,4.61
inflammation marker,52,139,4.61
advocacy,52,139,4.61
repression,59,158,4.61
computational methods,84,225,4.6
data reporting,50,134,4.6
periaqueductal gray matter,60,161,4.6
computer methods,84,225,4.6
methamphetamine use,120,322,4.6
meth use,120,322,4.6
computing methodologies,84,225,4.6
computational methodology,84,225,4.6
hepatic damage,38,102,4.59
liver damage,38,102,4.59
hepatic injury,38,102,4.59
liver injury,38,102,4.59
ultrasound,38,102,4.59
human imaging,30,81,4.57
pain medication,560,1512,4.57
painkiller,560,1512,4.57
pain killer,560,1512,4.57
pain reliever,560,1512,4.57
open source,40,108,4.57
inflammatory mediator,44,119,4.56
xeno-transplantation,54,146,4.56
xeno-transplant,54,146,4.56
automobile driving,519,1403,4.56
driving,519,1403,4.56
quinine,31,84,4.55
tnf gene,73,198,4.55
tnf a,73,198,4.55
tnf,73,198,4.55
beds,39,106,4.54
sensory neurons,107,291,4.53
afferent neurons,107,291,4.53
neuroregulation,284,774,4.53
punishment,148,403,4.53
nichd,40,109,4.53
national institute of child health and human development,40,109,4.53
inflammation mediators,44,120,4.52
pre-clinical model,275,751,4.52
tumor necrosis factor,73,199,4.52
axonal signaling,377,1029,4.52
preclinical models,275,751,4.52
glial signaling,377,1029,4.52
axon-glial signaling,377,1029,4.52
heterogeneous population,163,445,4.52
axon signaling,377,1029,4.52
neural signaling,377,1029,4.52
neuronal signaling,377,1029,4.52
associative conditioning,134,366,4.52
diverse populations,163,445,4.52
therapeutic development,208,567,4.52
clinical decision-making,44,120,4.52
adverse experience,207,565,4.52
glia signaling,377,1029,4.52
adverse event,207,565,4.52
nerve signaling,377,1029,4.52
prescription opioid misuse,105,287,4.51
prediction of response,34,93,4.51
enterobacteria phage p1 cre recombinase,64,175,4.51
alcohol related consequences,38,104,4.51
multilevel modeling,71,194,4.51
multilevel model,71,194,4.51
multilevel analysis,71,194,4.51
methods to study multiple-level influences,71,194,4.51
hepatic disorder,85,233,4.5
high school student,66,181,4.5
liver diseases,85,233,4.5
hepatopathy,85,233,4.5
residential site,31,85,4.5
symptomatology,47,129,4.49
cost-effective analysis,55,151,4.49
emergency medicine,36,99,4.48
association learning,89,245,4.48
arthritic,32,88,4.48
in vivo imaging,60,165,4.48
optogenetics,669,1841,4.48
mathematic model,49,135,4.48
access to treatment,244,673,4.47
access to services,244,673,4.47
access to health services,244,673,4.47
health services accessibility,244,673,4.47
dsm-v,75,207,4.47
5th edition,75,207,4.47
diagnostic and statistical manual of mental disorders-v,75,207,4.47
availability of services,244,673,4.47
non-hispanic,66,182,4.47
cyclicity,125,345,4.47
health services availability,244,673,4.47
rhythmicity,125,345,4.47
periodicity,125,345,4.47
not hispanic or latino,66,182,4.47
transplant,42,116,4.47
respiratory mechanism,55,152,4.46
alcohol use among adolescents,80,221,4.46
field learning,44,122,4.45
field test,44,122,4.45
astroglia,190,528,4.44
astrocytus,190,528,4.44
neural correlate,104,289,4.44
hiv/hcv,83,231,4.43
behavioral assessment,119,331,4.43
epigenetic regulation,64,178,4.43
predicting response,46,128,4.43
rural,226,629,4.43
hiv/hepatitis c,83,231,4.43
behavior assessment,119,331,4.43
treatment group,64,179,4.41
inflammation,359,1003,4.41
child health,44,123,4.41
coping behavior,34,95,4.41
screenings,295,827,4.4
specialist,135,378,4.4
low socioeconomic status,77,216,4.4
access to care,240,673,4.4
clinical effect,46,129,4.4
astrocytes,190,532,4.4
healthcare service,35,98,4.4
professional organizations,31,87,4.39
evidence base,841,2365,4.39
metabolism measurement,62,174,4.39
bacteriophage p1 recombinase cre,64,180,4.39
respiration,55,155,4.38
population health,91,256,4.38
attentional bias,34,96,4.37
health care service organization,34,96,4.37
care providers,77,218,4.36
immunologically,36,102,4.35
cellular telephone,163,462,4.35
practice setting,30,85,4.35
endocannabinoid system,62,176,4.34
active learning,33,94,4.33
interferons,33,94,4.33
populations at risk,94,268,4.33
microscope,42,120,4.32
opiate tolerance,56,160,4.32
metabolomics,62,177,4.32
tolerance to opiates,56,160,4.32
hospital length of stay,77,220,4.32
cell phone,163,466,4.31
migraine,37,106,4.31
meteorological climate,37,106,4.31
climate,37,106,4.31
immune therapy,43,123,4.31
cellular phone,163,466,4.31
climatic,37,106,4.31
microbial,51,146,4.31
immunologically directed therapy,43,123,4.31
absorption,85,244,4.3
learning strategy,30,86,4.3
knock-down,292,838,4.3
learning activity,30,86,4.3
learning method,30,86,4.3
prenatally exposed to alcohol,32,92,4.29
surgical interventions,333,958,4.29
gestation ethanol exposure,32,92,4.29
surgical procedure,333,958,4.29
prenatally alcohol exposed,32,92,4.29
pregnancy ethanol exposure,32,92,4.29
pregnancy alcohol exposure,32,92,4.29
pregnancy etoh exposure,32,92,4.29
surgical,333,958,4.29
clinical protocols,32,92,4.29
prenatal alcohol exposure,32,92,4.29
in utero etoh exposure,32,92,4.29
fetal etoh exposure,32,92,4.29
genome scale,195,560,4.29
prenatal etoh exposure,32,92,4.29
imaging study,112,322,4.29
operative surgical procedures,333,958,4.29
gestation alcohol exposure,32,92,4.29
prenatal ethanol exposure,32,92,4.29
fetal alcohol exposure,32,92,4.29
operative procedures,333,958,4.29
alcohol-exposed pregnancy,32,92,4.29
in utero alcohol exposure,32,92,4.29
exposed to alcohol prenatally,32,92,4.29
in utero ethanol exposure,32,92,4.29
gestation etoh exposure,32,92,4.29
fetal ethanol exposure,32,92,4.29
genetic engineering molecular biology,33,95,4.28
glutamate signaling,86,248,4.28
surgery,333,959,4.28
liver disorder,85,245,4.28
marrow monocyte,58,167,4.28
blood monocyte,58,167,4.28
glutamatergic signaling,86,248,4.28
glutamatergic dendrodendritic synapses,86,248,4.28
genetic engineering biotechnology,33,95,4.28
suicidal thoughts,55,159,4.27
feeling suicidal,55,159,4.27
suicidal ideation,55,159,4.27
suicidal thinking,55,159,4.27
suicide ideation,55,159,4.27
internet-assisted education,35,101,4.27
hyperalgesia,138,399,4.27
computer-based education,35,101,4.27
computer-assisted instruction,35,101,4.27
web-based instruction,35,101,4.27
thoughts about suicide,55,159,4.27
adoption,475,1376,4.26
economic burden,150,434,4.26
cirrhosis,48,139,4.26
specimen collection,37,107,4.26
collaborative care,38,110,4.26
neural injury,62,180,4.25
tamoxifen,30,87,4.25
freezing,50,145,4.25
somatosensory,31,90,4.25
macrophage,101,294,4.24
cre recombinase,64,186,4.24
b-cell differentiation factor,54,157,4.24
socioeconomics,250,727,4.24
qol,437,1271,4.24
children's hospital,46,134,4.23
genetic manipulation,147,429,4.23
behavioral study,154,449,4.23
segregation,48,140,4.23
shapes,419,1222,4.23
adverse outcome,232,676,4.23
behavior study,154,449,4.23
adverse consequence,232,676,4.23
behavior mechanism,115,336,4.22
regulatory element,51,149,4.22
cancer patient,99,289,4.22
epidemiologist,51,149,4.22
chromatin,187,547,4.22
hypersensitivity,117,342,4.22
tailored medical treatment,99,290,4.21
customized therapy,99,290,4.21
individualized medicine,99,290,4.21
risk reduction,163,477,4.21
individualized treatment,99,290,4.21
customized treatment,99,290,4.21
implant,149,436,4.21
molecular dynamics simulation,44,129,4.21
locus ceruleus structure,59,173,4.21
unique treatment,99,290,4.21
cannabis user,70,205,4.21
cyclic gmp,44,129,4.21
tailored treatment,99,290,4.21
tumor growth,66,194,4.2
cognitive defects,125,367,4.2
immunosuppressive effect,30,88,4.2
critical developmental period,30,88,4.2
pup,30,88,4.2
immunosuppression effect,30,88,4.2
allodynia,48,141,4.2
analytical method,81,238,4.2
b-cell differentiation factor-2,54,159,4.19
secure,185,544,4.19
hybridoma growth factor,54,159,4.19
bcdf,54,159,4.19
b cell stimulating factor 2,54,159,4.19
bsf-2,54,159,4.19
b cell differentiation factor,54,159,4.19
bsf2,54,159,4.19
hepatocyte-stimulating factor,54,159,4.19
allergy,117,344,4.19
ifn-beta 2,54,159,4.19
b-cell stimulatory factor-2,54,159,4.19
ifnb2,54,159,4.19
il-6,54,159,4.19
il6 protein,54,159,4.19
interleukin-6,54,159,4.19
mgi-2,54,159,4.19
myeloid differentiation-inducing protein,54,159,4.19
plasmacytoma growth factor,54,159,4.19
interferon beta 2,54,159,4.19
hpgf,54,159,4.19
sensory,397,1169,4.19
mental hygiene services,76,224,4.18
antinociceptive drugs,560,1653,4.18
analgesic preparation,560,1653,4.18
antinociceptive agents,560,1653,4.18
anodynes,560,1653,4.18
analgesic drugs,560,1653,4.18
harvest,43,127,4.18
analgesic agents,560,1653,4.18
human whole genome,75,222,4.17
protein activation,45,133,4.17
neuronal circuitry,148,438,4.17
in vivo model,103,305,4.17
resource sharing,50,148,4.17
relapse prediction,71,210,4.17
heart rate variability,44,130,4.17
human genome,75,222,4.17
productivity,361,1070,4.16
pharmaceutical chemistry,159,471,4.16
desire for food,134,397,4.16
safety net,53,157,4.16
patents,90,267,4.16
legal patent,90,267,4.16
epigenetic change,443,1316,4.15
epigenetic,443,1316,4.15
underserved population,118,351,4.15
under served population,118,351,4.15
underserved people,118,351,4.15
epigenetic mechanism,443,1316,4.15
epigenetic process,443,1316,4.15
flexible,383,1142,4.14
anesthetics,55,164,4.14
genetic biomarker,45,134,4.14
rna expression,523,1557,4.14
gene transcription,523,1557,4.14
self management,60,179,4.13
brain trauma,80,239,4.13
longitudinal analysis,64,191,4.13
bound protein,68,203,4.13
thymus derived lymphocyte,59,176,4.13
t-lymphocyte,59,176,4.13
chemotherapy,106,317,4.12
taste response,52,156,4.11
immune system disorder,33,99,4.11
immune dysfunction,33,99,4.11
immune system diseases,33,99,4.11
gustatory response,52,156,4.11
taste processing,52,156,4.11
pharmacies,126,378,4.11
immunologic diseases,33,99,4.11
genetic transcription,523,1568,4.11
optic imaging,40,120,4.11
optical imaging,40,120,4.11
catalyst,37,111,4.11
cannabinoid receptor cb1,116,348,4.11
cnr1 gene,116,348,4.11
cb1r,116,348,4.11
immunological diseases,33,99,4.11
gustatory processing,52,156,4.11
cannabinoid receptor 1,116,348,4.11
pharmacy facility,126,378,4.11
deposition,88,264,4.11
immune diseases,33,99,4.11
deposit,88,264,4.11
gene expression profiling,93,279,4.11
immune disorders,33,99,4.11
gustatory perception,52,156,4.11
brain circuitry,103,310,4.1
brain cell,126,379,4.1
hazardous drinking,61,184,4.09
application context,118,356,4.09
contextual factors,118,356,4.09
nerve injury,62,187,4.09
stem,247,744,4.09
mental health services,76,230,4.08
in vitro model,48,145,4.08
expression signature,142,429,4.08
substance use among adolescents,81,245,4.08
cancer center,42,127,4.08
field based data,44,133,4.08
network models,37,112,4.07
sample collection,37,112,4.07
poor sleep,33,100,4.07
t-cells,59,179,4.07
recombinant dna technology,33,100,4.07
gender-associated difference,59,179,4.07
mobile technology,50,152,4.06
mobile platform,50,152,4.06
tablets,52,158,4.06
mobile computing,50,152,4.06
american indians,83,252,4.06
next generation,349,1060,4.06
minority groups,117,355,4.06
quality of life,437,1330,4.05
narcan,150,457,4.05
narcanti,150,457,4.05
systematic review,42,128,4.05
predictive outcomes,44,134,4.05
closure by ligation,42,128,4.05
ligation,42,128,4.05
life sciences,45,137,4.05
predictors of outcomes,44,134,4.05
distant,45,137,4.05
biological sciences,45,137,4.05
biologic sciences,45,137,4.05
point of care,44,134,4.05
temperature,54,165,4.04
gene expression profile,142,434,4.04
brain-injured,60,183,4.04
regulatory pathway,57,174,4.04
gene expression signature,142,434,4.04
dropout,109,333,4.04
floxed,54,165,4.04
peripheral nervous system,58,177,4.04
interpeduncular nucleus,36,110,4.04
public policy,120,366,4.04
multidisciplinary,593,1811,4.04
modality,377,1151,4.04
toxicant,50,153,4.03
self care,34,104,4.03
polysomnography,33,101,4.03
prevent drug addiction,83,254,4.03
cancermodel,31,95,4.02
cancer model,31,95,4.02
healthcare facility,30,92,4.02
community health,61,187,4.02
behavioral plasticity,31,95,4.02
health facilities,30,92,4.02
clinical research site,76,234,4.01
clinical site,76,234,4.01
development plans,209,643,4.01
genetic recombination,53,163,4.01
epidemic,649,1998,4.01
calcium,389,1197,4.01
data systems,64,197,4.01
